Comment ID,Video 0,Video 1,Video 2,Video 3,Video 4,Video 5,Video 6,Video 7,Video 8,Video 9,Video 10,Video 11,Video 12,Video 13,Video 14,Video 15,Video 16,Video 17,Video 18,Video 19
21,,Impressive!,,,That&#39;s cheap of buy other truck.,"I do not know about overload around that size. This engine <BX> <M2> is 450 HP, so this is relative small engine for that, in the other hand, you have <BX> D16, this engine can make up 600 HP, so it depend of the engine configuration. Thanks for watching.","Cummins, the boss...",Amazing 🔥🔥,"Sean James Glad to hear that from someone that has alotta seat time in a large car! I have a 1996 W900L 3406e and she&#39;s my girl dont get me wrong, but i really like that <BX> 780. Plenty room for a 6&#39;3 fella like myself and that comfortable ride with a real nice turning radius. Plenty storage in the sleeper and big refrigerator. Maaan that is a house on wheels! Been looking at them with the ISX and a 13spd. Too bad some sapp convenience them to stop making that big 880! The new 860 with the Globetrotter package makes me drool...lol...WoW what a gorgeous truck. And a gorgeous price tag too...phew! But she suuuure is purty. Take care in those mountains there fella and i appreciate your input. 👍",,Lol 😂 wow a school trucker not said this  Manuel must be really overrated,"looks amazing, just make it available for SCS ets2.","I have a 16 <BX> with the <M2> engine, my question is are trucks also known for false codes",Hang on so what&#39;s the innovation?  Gearing the turbo to the crank or the funny piston shape?,sa me plait j aime votre mécanique je suis a Sénégal,It was first used in 1940s by Napier and Rolls&amp;Royce. It is very old technology.,"What I hate with <BX> trucks are, plasticish steering wheel, cheap plastics all over the place in cockpit  etc.",,,कृपया वोल्वो बस के बारे में भी जानकारी दे
22,,Wao,,,"Hey Jay - I added your question to our upcoming Q &amp; A Episode. You are too far from our shop for us to help if the truck won&#39;t run, but you can reach out to the shop if you have specific questions. <a href=""http://eraservice.us/"">http://eraservice.us/</a>",Thank you sir for sharing,Super sir,,"Sean James power is a matter of engine settings, always has been. <BX> makes heavy haul speced trucks that would blow your mind with the power they have.",,"Allison desde Murcia, España un fuerte abrazo por representar al mejor camión que se pasea por todas las rutas del mundo entero , soy transportista autónomo español y esa joya no tiene rival alguno yo conduzco un Renault Magnum 480 dxi 12litros mecánica <BX>, pero cuando cambie sera <BX>  ,es el sueño de mi vida, bueno espero que algún día se haga realidad y sin mas que decir se despide vuestro amigo Antonio Faura",Hey Sugar <BX> What is the name of this beautiful music ?,Yes if the software is in need of update. Usually they are inactive.,@Michael Wilson that&#39;s great to hear. Had no idea about it&#39;s past as I&#39;ve recently gotten into <BX>. Thanks mate!,KS. Good,That&#39;s a neat little thing,Can <BX> gifted me this or any <BX> 14 wheel truck.....🙂😌,,,"I hate to tell you but all of these new trucks are going to give you problems. It doesn&#39;t matter want kind of truck it is. If you have an emissions truck you are going to pay. The <BX>, Cummins, Detroit, catapilier etc are very good motors its just all the emission stuff they put on the trucks now is what causes all the issues."
23,,More computers than an aircraft? A Cessna?,,,"Good job guys.  Yes D 13B EGR give little bit more hassle than <M2>A or C due to lack of cooling in cab and engine compartment design.  In NZ we had these issues 6 years ago now all new FH 2 face lift and FH4/FM4 doesn&#39;t give much trouble because superseded parts and well maintained.  Specially injector sleeve issue we re torque injector clamp bolts every toptune with special tool which supplied from <BX>. <br />Only  few issues we face are Ex /mani gasket leak ,top timing plate bolts loose and oil leak and E/ malfunction fault on the display due to EX/ back pressure sensor plug and Ram leak.  <br />Also ex/valve damage now and then happens but <BX> introduced new ex/valve  .they recon  sulfuric acid in fuel damage the exhaust valve to get corrosion buildup and brake due to uneven valve seat.",What is the cost of this  <BX>  diesel engine into Indian 💰 money please tell beautiful ❤️ explaination about <BX> diesel engine really i like it very much we use only <BX> engine oil and <BX> Greece  for our own vehicle  rearly i feel proud to be an <BX> customer  World number one high quality perfomance <BX> diesel engine,Good,,"<BX>, engine not god",,Love the I shift getting a 2019 in about 8 weeks,"Hi! This music is composed exclusively for this film, Glad to hear that you like it",Hard to start sometime,"@Riley Hacker The D12C came out with a Turbo Compound unit on it years ago but had some issues (Scania technology), it looks like <BX> has refined the Technology since then.",engine repair hehehe,I see some extremely expensive repairs,И сколько такое чуда стоит ?),,,"15W40 Synthetic Diesel Engine Oil | 5 Gal $44.95 Free shipping..<a href=""https://www.walmart.com/ip/15W40-Synthetic-Diesel-Engine-Oil-5-Gallon-Pail/534351567"">https://www.walmart.com/ip/15W40-Synthetic-Diesel-Engine-Oil-5-Gallon-Pail/534351567</a><br />WALMART..... 75W90 Synthetic EP Gear Lube - 35LB. (5 Gallon Bucket)<br />$89.00 Free shipping. <a href=""https://www.walmart.com/ip/75W90-Synthetic-EP-Gear-Lube-35LB-5-Gallon-Pail/113542460"">https://www.walmart.com/ip/75W90-Synthetic-EP-Gear-Lube-35LB-5-Gallon-Pail/113542460</a>"
24,,"<BX> l, millor..",,,"They fixed the bullgear issues after 2013 engines. I have 965k just put a new head valve broke and damaged the turbo cost me 15k with labor . Ishift is ok but i still would go with 10 speed Eaton, no body will work on ishift but dealer and expensive as hack, i got reman ishift 200k ago and new tecu with labor cost me around 15k. Next truck will be anything with Detroit series 60 sick of this new tech crap. Stay away from ishift just buy manual not bcs its a bad trans but when it breaks it will cost a lot of money.","Roughly, from $3,500 up to $20,000 (US dollars) might be better if you use that money for a down payment in a new truck, this is my personal opinion. Thanks for watching and for the support to the channel.","Before 2017 the injectors would get 70psi fuel and the special cam would press on them to make the 30 000 psi. Basically each injector was its own fuel pump. Thi system is know to last a million miles before injectors need replacement.  Also, if one fails, the other five would allow you to keep driving to the next truck shop. Common rail has a single high pressure pump. If that fails thats it. Tow truck... just look at the cummins isx notorious fuel pump issues",,Nice,,américan power nice truck,"Confident looks and Smart storage, what those words even means",Hey my <BX> (<M2>) rpm go way above 1500 at 70-75mph is that normal ?,Definitely the wave shaved piston for the better burn. The turbo gearing mechanism seems new as well. To <BX> at least.,"sir if you change injector <M2> engine,need to timing or no?thank you",Yeah there&#39;s actually nothing terribly complicated going on here. &quot;expensive repairs&quot; is just a go-to for armchair engineers.,And yet <BX> USA is still stuck with the same features and technology from 1900s . Seems like <BX> only cares about European market,,,Which engine is last longer life <BX> or cummins?
25,,Top ...,,,Not sure what year they started putting the new double idler gear (bull gear) the updated one has some marks on it which you can tell apart. What still fails is the idler gear that drives the tandem pump. Valves still break off and cause damage. Lucky yours didn’t damage the liner or piston.,"don&#39;t waist your money, <BX> engines are good engines but mucho money to fix it, jus get another engine from 8500 to 13500, and get back to the road; by the way I have a 2010 <BX> <M2>  678,000 miles, who is interested? let me know, I&#39;m in san antonio tx, it&#39;s 500 dollars for shiping.","<a href=""https://www.youtube.com/watch?v=q_xcqAa1G4E"">https://www.youtube.com/watch?v=q_xcqAa1G4E</a>",,"If we built these engines with 30% Kevlar we can cut the weight by about 400 pounds and increase the torque to 5000 foot pounds, this will accelerate to keep with traffic",,Rember that gear..<br />Dont wann forget,"This make tesla&#39;s future truck concept already outdated. <BX> is leading, and now.",Yes every <BX> rpm goes to 1500 at 70-75,<BX> is the best!!! I love <BX> 🇸🇪,No needs,"You might think so, but history proves otherwise.  My dad worked on another turbocompounded engine, the Wright R-3350, and the turbocompounding system was extremely reliable. All it had to do was spin.  The unreliability stemmed from the reciprocating part of the engine.  The valves would would break, escape the piston through the exhaust, hit the turbocompounders, and break them.","It&#39;s just upgraded FH, nothing new nor special, more sensors/electronics to fuck your day up.. I wonder if you can dim the display in this one so it doesn&#39;t blind you at night 🤔",,,"Cummins is a good motor, just have to put bypass engine oil filter and secondary lower micron filters on them, once a cummins has that they can last 1-1.5million without rebuilding, <BX> were smart enough to do this from the beginning, making there motors much more reliable"
26,,These trucks are INCREDIBLE in their driver comfort and amenity. I have to wonder why since driverless trucks are JUST OVER THE HORIZON. As I read it drivers will be pretty much obsolete within 10-15 years. If you get the chance to drive and live in one of these trucks --- grab it with Both HANDS and be one of the last of a breed.<br />Again as I understand it tomorrow&#39;s truck will look much like today&#39;s Yard Tractor (Oshkosh etc) with a small basic cabin provided for when the truck actually has to be driven by a human.,,,"Thinking about buying a <BX> with a <M2> Automatic. It has a million miles. What&#39;s your advice. I will test drive it soon. He wants $15,000.",I preffer a Freightliner Coronado with Detroit 60 series engine,छोटे-छोटे सफेद दाग़ धब्बों को 30 दिन में ठीक किया जाता है बड़े-बड़े सफेद दाग़ धब्बों को 90 दिन में ठीक किया जाता है आयुर्वेदिक रसायन 8400 540 464ऋ,,rebuild.?aaye?,,Good job <BX> 👏🏼👏🏼👏🏼,"Technologie très avancée très impressionnante pour un camion, Bravo <BX>","Question,  I have a 2017 vnl780 with the <M2>. The issue im having is when driving in hot temps or loaded climbing hills, my coolant is forcing its way out of the overflow tube on the side of the reservoir  tank. Ive changed the pressure cap already and it still does it. Someone mentioned that it could be a bad air compressor cause they said coolant runs through it. Any ideas of what I should check or replace???? Thanks",Thanks for your support!,top liner seal never gets oiled or lubricated..,Detroit diesel had similar sistem on dd15 and many people hated it. Sure hope <BX> does it better.,ЭТО НОВЫЙ КАМАЗ???,,,<BX> every time. Engine life is almost double the average ISX inframe
27,,I like the cabin before this model much more.,,,"What James said! 900-million miles you’re asking for trouble! Especially if the engine hasn’t been rebuilt, or replaced not to mention a million other things. Go with a series 60 Detroit, or a cummins is what I would say. Preferably a N14 cummins. Best of luck to you!","Yeah, simple trucks, very reliable. But now emissions systems are all about money and business.",Which particles break your lateral attitude,,"<a href=""https://www.youtube.com/watch?v=SbKrxjaKDGE&amp;t=0m23s"">0:23</a> curbkiller",,Duh ! I knead 5 mi-nuts to thunk what gear iz necksss😖,Bravo !,"At 500k miles that&#39;s not a bad list compared to ISX. Most engines the turbos, injectors, EGR, after treatment, etc will need work or replacement around 400k. <br />So, a $10k preventive investment before 500k sounds reasonable. <br />Repeat before 900k and get the bearings done if you haven&#39;t and you&#39;ll drive pass 1 million miles without major headaches. <br />O/O use your reset hours wisely on PM.",<BX> is the best,I used the old gasket but I used gasket Victor Reinz,Are we getting this engine on the FH in Europe as well?,НЕ камаз ЛУЧШЕ.....,,,Shukhrat Rahimkulov <BX> <M2> is a great engine now. If you buy Cummins now you just throwing money away because they go out way faster then <M2> <BX> engines.  Cummins don&#39;t know how to build engines anymore like they did before. Never buy a new engine that did not get good reputation yet. Wait till someone else test new engines then make a choice. There is many good engines out there but even more shitty onces
28,,Life  in production  plant.,,,Don&#39;t,"I Ding, I Ding ??????? Not Sure....No Facts.",Hola ING  ayudeme con la calibración de un motor <BX> de 06 cilindros   mil gracias  soy de Ecuador,,I LOVE <BX>,,What Class of 1970 said.,It all looks like an animation. Beautiful.,Now I see why I see so many of these on the side of the highway...,Вольво сила.,SCANIA engine better ^^,@Kristian Henningsen D12D500,I like <BX> truck,,,Good!
29,,one of my dreams is to walk in a Fh750😍❤,,,Same as the dd&#39;s Detroit crab.,"Well, I have a few facts for that engine: <br /><br />1. <BX> is the only manufacturer that has keep the same engine design (in general) from 2007 up to 2019. Few components might be different but if you compare both engines side to side... they look really alike.<br />2. Sadly, but true, 2017-2018 <BX> engines (those with the injector harness separated from the main engine harness) the injector harness has been defective, we’ve have to replace couple of those in our fleet.<br />3. <BX> engine does NOT have a High Fuel Pressure Pump (2016 and up), instead three of the injector do the job of the Pump. Quite interesting in my personal opinion.<br /><br />I know, they are many other details that I do not cover in this video but it is just my personal opinion. Thanks for watching and stay around you may find something helpful.",bullshit,,I love <BX>. Full of very strong energy. I still keep the N12 <BX> truck in indonesia.,,"<BX> is the BEST,for comfort ,quietness , fuel officiant, SAFETY,ETC.ETC.",@<BX> Trucks thanks for giving me the chance to watch it😉,"Surge tank cracks, oil fill tube dry rots and cracks at the oil pan fitting, rear timing gear cover leaks, crankcase vent pump gasket leaks from drying out, DOSING manifold!! Pathetic how many of these I have changed on the older brick types...just to name a few. Ow and another one, I’ve seen a failed CD player, the factory radio, throw a check engine DTC. That’s just the issues I’ve seen on 14-17 models. They do have electrical bugs but they are much better than our 2020 internationals, but not as reliable as our 2016 freightliners. Good video.",It&#39;s sad we don&#39;t get that 300Nm torque bump to the 540hp engine.,That crisp sound of the engine<br />Love it,I think the Itourque disapeared with the introduction of the dual clutch gearbox ,@SCSSoftware Some new objectives for you to take on,,,Nice vidéo !
30,,You are not alone,,,Good,Essa <BX> já está na hora de criar um novo bloco de motor pra sair na frente do bloco da (Paccar DAF) esses caminhões dessa marca usa uma mecânica muito mais eficiente do que da <BX> que ainda usa um bloco sem tanta Evolução!!!!!,"<a href=""https://youtu.be/XCn9-O_I0LI"">https://youtu.be/XCn9-O_I0LI</a>",,Dedy Komo <BX> ganteng,,New Warriors Theme Song:   I AM A WARRIOR  by  VIBRANT ARM         from  AMSTERDAM!!!!,Thanks for watching Lennart!,I have parking light and low beam open circuit took it to a mechanic said you have to take it to the dealer can’t find the issue,I like to <BX> and my favorites <BX>,good luck,Kristian Henningsen  I know..i had a 500 turbocompound.. but after the introduction of the FH4 <BX> did talk sbout the I torque engines..that.s why i asked.,"My first owned truck is <BX>, how much would it cost me to upgrade? Mine is good as new with few flips and accidents. Talking about ETS 2 :)",,,Use only the best dinosaur bones.
31,,I LOVE <BX>,,,Good video but man you are missing a lot of easy short cuts that would save a ton of time on installing that cylinder head.,"I am sorry, but I do not understand you. I believe that is Portuguese language. Could you please translate to English?","<a href=""https://youtu.be/Qxou92RnWe4"">https://youtu.be/Qxou92RnWe4</a>",,What is the timing number of this engine,,best,Wow. Adaptive High Beam in Tractor truck.....<br />This is what we call &#39;innovation&#39;,@<BX>Guy_ yes they work then they don’t till it burn the bulb,I like to engine <BX>,Скучно снято. Как вы зазоры в паразитной шестерне мерили?,"<BX> have tried this before. In Europa they made a version with basic in the D12c engine. From 2002 untill 2005 they sold this with 500hk. It was party a succes. A few of the engines vere really problem engines, and these again created a bad reputation about this turbocompound tecknology. But the truth is that the majority of the engines worked superb. Wery economical with the fuel and ran Wery Long without heavy maintenance. And wery good driveabillity. Powerfull and wide tourque range","Muito lindo, topado",,,Why the hell does it need 3 freakin oil filters??
32,,Rossmann you think you’re funny? You’re ugly.,,,Hey Nick! What do you have in mind?,It don’t come close to pre-emissions 12.7 DD reliability.,J&#39;aime <BX> ainsi que ce qu&#39;ils font <br />Bravo à toute l&#39;équipe SMT GROUP,,Serait ce possible d&#39;avoir un peu de vidéo en français Please il y a des passionnés de <BX> Trucks aussi en France 😁,,Disengages the drive line going down a hill there&#39;s a reason why it&#39;s called angel gear,Please add this to euro truck simulator 2,Do the lights actually work? Did you change headlights?,,Hai how to adjust value  inlet  and ex,"Great, so it&#39;s basically a secondary axial free turbine, just like helicopter turboshaft engines (and the Chrysler turbine car engine too).",Sleeper needs to be bigger!,,,Because they understand that clean oil equals long engine life and <BX> always lives past 1 million miles even with long drain intervals
33,,Go see a doctor. I prefer women.,,,I forget where ur shop is. I know it&#39;s near harlem. Let me know.,"A D12 will...A really strong, reliable  and underated motor",AMAZING !!!,,keep on truckin and keep on,,ding you can turn that feature off. It’s called economy mode. don’t talk stupid if you don’t know what you’re talking about.,This is what the Tesla semi should be worried about...,What causes my 2017 <BX> <M2> engine  air compressor to pop off?,,20 in &amp; 140ex,@Alex Zander exactly............Power Recovery Turbine.,Such a magnificent truck 👌,,,"No, the Bypass filter takes some of the oil and filters it really fine and dumps it back into the crankcase. The 2 regular filters are identical to each other and they filter all of the oil before it goes through the bearings. The oil that goes through the Bypass filter does not go directly through the bearings because the flow is to slow coming out of it. Therefore it&#39;s called Bypass."
34,,I&#39;m machine <BX>,,,My friend has a 2015 <BX> vnl 670 (purchased new for around 150) <M2> ishift got 750k+ miles running strong today no major issues. He says uphills work good with full load.,"Yeah, D<M2>/15/16 are reliable engines in general. But we will see how this <BX> <M2> engines perform down the road.",very nice bro<br />Please subscribe my channel,,guess what it would cost a single timing gear on that newer <BX> engine...  <br />friend paid $17k for a single gear replacement.,,"I will never fall in love with an automatic transmission or your lies, woman!!!","Full self-driving will probably worth way more than having a range over 800 km from a truck drivers perspective,  so the tesla semi is probably fine. As long as Tesla stays on schedule....",Constant pop off? Make sure line from governor going to air tank is not leaking somewhere. Sometimes air dryer assembly is bad or governor itself,,Los motores <BX> su sistema de distribución es por engranajes ?,Nothings new,So the bedroom is in the title...,,,The filters are in order so big dirt get stuck in the first filter. Medium dirt get stuck in the second filter. And the smallest dirt get stuck in the third filter
35,,"you have a choice of 850 different colors. But on the day this video was shot, everybody chose the same one. What a coincidence.",,,"I started working on Mack/<BX> trucks back in January. I&#39;ve seen a LOT of injector and cam issues on the common rail and non common rail <M2>&#39;s. Egr Valve, Egr cooler, turbo, and DPF&#39;s also seem to be troublesome. We also get a lot of I-Shift work in too. On the Mack Mp7&#39;s in trash trucks, I&#39;ve seen them drop air compressors and bull gears. Just some things ive seen wrong with them in less than a year working on them in a dealership.",I work on <BX> Bus we use <M2> like this one,<BX> engine is earth push  up,,couldn&#39;t just buy a whole new engine for that price ?,,"@DGAF_AK87 yeah I forget who pioneered the technology but they&#39;re all very similar now... Mack, <BX>, Freightliner, I couldn&#39;t tell the difference in how they perform when I tested them out, but my work trucks still all have manuals... thank goodness... Driv8ng isn&#39;t the same for me without it",Good,Great Video!! I’ll show this video to my customers 😁,,<BX>,...and the Wright R-3350 TC aircraft engine.,The salary in Europe remains the same ? And the same working and sleeping in gas station conditions?,,,These engines are designed to run over million miles so it&#39;s critical that the oil is as clean as possible.
36,,Good job! I like <BX> and have a good experience on 1641GE power generator sets!,,,Brenden Helman good insight . Thank you for sharing,"I m also work on <BX> B7R, B9R, B11R bus",👍,,"<BX> a good truck, is never giving me a problem! unlike junkliners they always have problems so then I don&#39;t money!",,@superturboawesome Cascadia doesn&#39;t have an iShift. Cascadias have the Mercedes transmission,Everyone talking about ETS2 yet I can&#39;t wait until our company sells the 2016 ones and buys these.,I got a warning on automatic transmision on 2016 <BX> i-shift &quot;The neutral secured is not found&quot; i dont know what to do please help,,Buen vídeo pero después de todo ese trabajo un spray de pintura no vale nada y queda como un motor nuevo,"Interesting, did you all go back and research the turbine shaft problems that the US Army Air Corp had with turbine shafts in the Wright 3350 turbo-compound radial engine of the late 1940&#39;s up to the 1970&#39;s? They never did totally cure the breakage problems.",Отличная машина,,,How often do you like 9 gallons  of oil changed on the regular ?
37,,C&#39;est vraiment super vos vidéos on  en apprend sur ces merveilles de mécanique tout le monde parle du FH16 mais n&#39;oublions pas aussi le moteur <M2> et le moteur <M1>qui sont de véritables merveille d&#39;ingénierie ces nouveaux FH sont les plus beaux de tous les camions!,,,"Hi from New Zealand. We’re running cabover <BX> FMs 540hp with I-Shift transmissions. 30-35 truck &amp; trailer units 1.3 million km with 5 year lifespans with us, almost 24/7 operations and pretty much all are original engines &amp; gearbox’s just general maintenance etc. Can’t say better about the <BX> &amp; <M2> but I’m sure there’s differences from down here in Australia/New Zealand &amp; the states!! Love your channel very informative 😎😎","@Jaime Cruz in our fleet, usually, they have couple issues now and then but this is for 2016 and older, like NOx sensor problems or emissions relate it. Beyond 500,000 miles usually transmission has problems and Injectors cups, but this depends of many factors like PM intervals, driver performance and other little things. 2017 and newer trucks still around 400,000 miles or less, so I cannot give an answer for that yet.","I just wonder the sense of putting one cylinder head for the entire big 6 cyl. diesel, gasket issues? Piston damages occurs now and then = much easier to repair if each cylinder has it&#39;s own head.",,@Claudio Hysi Yes mine is 13 <BX> vnl670 model emissions is the biggest failure!,,superturboawesome never trust a woman that’s born on her birthday,"It&#39;s all great, but when we actually will see this in ETS2?!",Check transmission harness over transmission. Also check white connector begins seat that comes from your gear selector shifter. The pins in that white connector always has corrosion.,,Ai folosit segmenti vechi la camasile noi??,,This is amazing,,,&quot;Over time the engine absorbs contaminants such as DURRTY water&quot;
38,,how to build in five days wtf,,,DON ORCHA Yeah from what I can gather you guys are getting the short straw on some models!! Look up New Zealand trucking videos on YouTube were like a melting pot for all makes &amp; models!! <BX> &amp; Kenworth trucks are top of the food chain &amp; Isuzu is the most sold maker here.,"@Jaime Cruz some customer make 600 000 in one year and no problem , but the engine keep warmer on BUs because engin is in back.",<BX> 👍👍👍👍👍👍,,"u clearly either dont have a 2008 and up <M2> or d16 or have a pre emission <BX> wich in my whole life with <BX> ,shakers ,kw or petes the <BX> trucks are the weakest .Injectors or its cups ,turbos and so on is their biggest failure .",,"1.2 million on ishift. No issues. Stop making stuff up. Oh I also have a 07 670 with a 13spd cummins that I use for my driver. I could take it at any time but, ishift is better.",Most of the viewers would be from ETS2....................,Hi there thnx for the videos actually I have a 2015 <BX> 630 <M2> 500hp and I have a antifreeze leak underground what i know is that is coming somewhere between agr and water pump behind so my question is if you have experienced something like this,,"@Catalin Barbu Inteleg, totusi in locul lui eu puneam segmenti noi.  Cu o miscare avea motor nou. Faina treaba ai facut ! Numai bine si spor la treaba!!",,Parabéns ficou muito top show.👏👏👏👏,,,Kia speed o meter replacements
39,,my wish to drive one <BX> you are the best I even have the fh16 Globetrotter in ets2 game so cool so spacious . I would like to drive one or at least see one pls let me get the opportunity to see and drive this truck. I am 13 years old,,,Oliver Chittenden see over seas u guys have the uncut build almost like pacacr and cat bac in the day whenever it built somewhere else it always runs better😂🤟🏾🚛,@Jaime Cruz I work with new bus but i could ask to somebody in service dept.,👍👍👍,,Plsss. Need ur help i have a problem about the hard starting <BX> fh. Every time we are travel and sometimes we rest of the road the engine switch off after that maybe 1hour rest and then if start its hard to start. I replace the hand pump assembly cuz i see before some of diesel leak so i decided to replace the hand pump or the feed pump. After it will replace it d same happen..i use computer <BX> techtool for sure checking the fuel system the computer respond no problem about the fuel system. I need ur help plsssssss.,,There&#39;s a button on the Ishift big and grey you can drive manual all you want,I love <BX>,I wanna make a delete to my <BX> 2013 b13 can yo help me???,,Am cerut proprietarului camionului piese noi dar el a adus doar ce a considerat ce trebuie schimbat. Înainte de a monta pistoanele am verificat cu segmentul in cămașă fanta . Din ce îmi amintesc nu a luat segmenți pt ca motorul nu ii consuma ulei,,A lot of american truckers here 👀,,,Dont know why i am watching even i dont have any truck :(
40,,Plucks. The time is coming for you boy. The right connections my friend. Talk to the <BX> people too.Good lock kid.,,,Great job on the video👍🏻,"How are these engine after 600,000 miles on them?",👋👍my youtube juniDengin like SUBSCRIBE comment share,,Danilo Acero <br />you can check camshaft sensor and flywheel sensor.,,,I love <BX>,Derate shit only 😤,,Meserias,,Until self driving trucks come along.,,,Maybe you will have one day
41,,"Thanks for your support, keep it up. Hope you will get to drive one in the future.",,,Hey  bro’s were can I get a wire diagram for the jake brakes for the 05 <M2> <BX> ?,HOW CAN I FOUND THE <M2> BLOCK IS SIMILER TO OTHER <M2> ENGINE PLEASE GUIDE ME,Irgendwie stimmt die Zündfolge nicht. Da fehlen  auf manchen Zylindern einfach die Einspritzung.....,,Usually hard starting is from injector sleeves. Check for air in the fuel by hooking up a clear line from the front of the engine on the return side above the pulleys on head. Plug off the fuel return on the fuel filter housing as well. your clear line should be running back to fuel tank. Run unit and check for air bubbles. if you see air bubbles. your injector sleeves are worn. There is an update for the cups usually silver style use to be bronze colored.,,,Loved working on a 8x4 FH600 <BX>. But the biggest pain on it was a tiny 300l fuel tank that could be emptied in less than 200km with the load&#39;s i had to run with (about 54t in mountainous land) and the bed being a bit small for my shoulders.,So basically stay away from new <BX> trucks. Got it!,,Santosh macknicke 8887705953,,Why is not aerodinamic like american trucks. And bigger cabin for driver?,,,hahaha
42,,Very good,,,"All these new engines are the same, some might be cheaper to fix but they all break down about the same, <M2> is a good engine if you take care of it, it’s been around in Europe for a while",engine remanufacture on google,Wrmhqbadgb bh,,Yes i put the many times of this truck a lot of people trying to help me but the problem is no solve so we dicided the trouble and get some info about the problem. And we will back to solve the trouble. The engine when it start the diesel return hosses there not to flow back to the diesel tank.,,,Get. This. In. ETS2,"Do you know of any modern engine that doesn&#39;t have these problems, and then some? I don&#39;t.",,Nice,,"Cant say USA trucks are more aerodynamic...main difference is because of EU has much more narrow juctions and roads, so US style trucks would have trouble manoveuring here.",,,"use genuine <BX> oil and filter and you will be safe on your trip,because these parts provide to your <BX> vehicle best protection for main engine components ,pistons,crankshaft ,valves ,oil lubricates and protects engine of slugg ,overheating."
43,,Wonder if we&#39;ll ever see any of these over here across the pond? We seem to be more about fuel economy with noses.,,,@Jace Aaron I am trying it out now. Looks great so far :),"You might need the engine serial number, truck year and your VIN number, also do not try to find the engine by yourself, try to consult a Technician before buying it. This is my personal opinion, I hope to help you in your decision.",Aapke video Ham Apne channel per upload karna chahte hain kya permission hai mil sakti hai,,you still having this problem?,,,can&#39;t wait for the adaptive high-beam to be available on ETS2,Flywheel housings like to leak as well. Currently fixing one. <br />Great videos by the way. I’ve told many of my coworkers to subscribe 👍🏼,,"salut, ai putea să-mi dai lista de piese de schimbat pentru a repara cilindrii cu cilindri cu articulațiile ...... mulțumesc în avans",,Супер!,,,"Ремонт дизельных двигателей <BX> , Россия , Москва , тел +7 985 100 86 68"
44,,"Lyle, you have the VNL so probably not. The US market is not known for it&#39;s love of cabovers...",,,As a master <BX>/Mack tech i will say i have seen way more failures on the <BX> engines compared too the macks. We think its due to the programming in the engines. The macks just do not have the same issues <BX> does with dropping valves.,Great engine when maintained correctly,"Not impressed in uk,",,I cant find the crazy trouble. But it was challenge for me i hope will soon i can analize the trouble for made my day.. Haha,,,"🤣🤣🤣Well said, although I fear Scs might have not heard that","Radiator cracks, timing gear cover, air manifold, pass through fittings leaking air, don’t get me started on the shoe separation😅",,Ese mecanico qe esta armando ese motor es un cochino como basa agarar la cara delos metales sabemos qelos metales son vien delicados,,They can take away Most of that electronic crap!,,,I work for the company who produced the engine animation. Please reach out if you guys would like to create new animations for aftermarket group.
45,,are they crappy  like the cars?,,,What would you like to know?,Mack mp8 in a different color,Md bodor led,,"Ремонт дизельных двигателей <BX> , Россия , Москва , тел +7 985 100 86 68",,,Definitely bro...,@Zyaire Aden whoa! It took like 15 mins but it actually worked!,,No quiere agregar alguna falta mas de ortografía ?,,"Anyone wanting to be a truck driver based on what they see here, forget it.<br />This is pure fantasy.<br />Think congested highways, impossible delivery schedules, grumpy customers and some arsehole transport manager on the phone every ten minutes.",,,this is one of the best engines . with high quality .<br />its very important use <BX> filters.
46,,"Does anybody know that a 8x4 heavy haul truck can pull 750TONNES??!(750,000kgs)",,,I&#39;d like to know more about this being a <BX>/Mack tech myself. Email preferably.,More room to work on nice!!!,"<a href=""https://youtu.be/qOfDcAcJVMU"">https://youtu.be/qOfDcAcJVMU</a>",,Салом,,,How much does this thing go for?,What is p05eb00 code?,,Hello sir..<br />I am intrested in this <BX> company So can I get any job in this .I will love accept this job😊,,Lovely. Am looking forward to have this in Kenya soon. I love this.,,,hillbilly 8 Yep. Our poor old Series 60 will only run 1.2 between inframes because of those good for nothing Wix filters. Oh the horror!
47,,Fathullah yes its can but somethings are shuld be strong tyres and for run on plane area  and for short tuor,,,@ROSS VINNITSKY That&#39;s because Mack&#39;s are typically vocational trucks. I&#39;ve been seeing alot more mack anthems On the highway but yeah <BX>s are everywhere. Usually always driven by some eastern European  that doesn&#39;t speak english.,"what coolant is this truck using? i use the orange elc, this looks more rose or pink color.",أنه الاختراع الغربي عقول ذكية جدا,,"Sorry have anyone answer me.I useing <BX> engine to produce electricity, but it consume more fuel for electric about 40 liter per hour.",,,"If i could pay a truck like that i would become a truck driver. Sadly, thats just not possible.",@Dillon Moore another person said it was injector malfunction code.  Is the dealer the only way to find out what these codes mean?,,Good,,Oki,,,Mack engines and <BX> engines are the same???
48,,junk,,,Lol how many macks are out there? 1 mack and 1000 <BX>s thats what i see everyday.,new truck use light yellow,Truck kitchen cilindar ka houta,,Yes,,,<BX> love thai,Try to put it through a regen and see if that helps.,,Unpacking new parts always bring a smile to my face.  \(^ _ ^)/,,The price?!,,,Yes. Exactly the same other than paint color
